location,date,year,latitude,longitude,attendant,animal,site,place_code
Port La Tour,2005-Aug-31,2005,43.509076,-65.450712,Bob,Kraken,1047,PLT16
Port La Tour,2005-Aug-31,2005,43.520394,-65.450882,Bob,Kraken,1047,PLT15
Port La Tour,2005-Aug-31,2005,43.501463,-65.440868,Bob,Kraken,1047,PLT14
Port La Tour,2005-Aug-31,2005,43.53355,-65.457333,Bob,Kraken,1118,PLT02
Port La Tour,2005-Aug-31,2005,43.518695,-65.456516,Sue,Kraken,Not numbered,PLT17
Port La Tour,2005-Aug-31,2005,43.524646,-65.45064,Sue,Kraken,Not numbered,PLT13
Port La Tour,2005-Aug-31,2005,43.535345,-65.431208,Sue,Kraken,Not numbered,PLT12
Port La Tour,2005-Aug-31,2005,43.542996,-65.430725,Sue,Kraken,Not numbered,PLT04
Port Mouton,2004-Jun-23,2004,43.911818,-64.786229,Sue,Kraken,835,PTM07
Port Mouton,2004-Jun-23,2004,43.924783,-64.811177,Bob,Siren,835,AFF09
Port Mouton,2004-Jun-23,2004,43.905844,-64.821,Bob,Kraken,835,PTM12
Port Mouton,2004-Jun-23,2004,43.895008,-64.772779,Bob,Kraken,1251,AFF01
Port Mouton,2004-Jun-23,2004,43.916731,-64.773764,Bob,Kraken,1251,PTM06
Port Mouton,2004-Jun-24,2004,43.900081,-64.828389,Sue,Kraken,835,PTM18
Port Mouton,2004-Jun-24,2004,43.922955,-64.814769,Sue,Hydra,835,PTM19
Port Mouton,2004-Jun-24,2004,43.923205,-64.804247,Sue,Kraken,835,PTM17
Port Mouton,2004-Jun-24,2004,43.904113,-64.800231,Sue,Kraken,835,PTM13
Port Mouton,2004-Jun-24,2004,43.914149,-64.822922,Bob,Kraken,835,PTM16
Port Mouton,2004-Jun-24,2004,43.9149,-64.801868,Bob,Mermaid,835,PTM14
Port Mouton,2004-Jun-24,2004,43.906984,-64.837513,Sue,Kraken,835,PTM22
Port Mouton,2004-Jun-24,2004,43.932286,-64.853824,Sue,Kraken,835,PTM23
Port Mouton,2004-Jun-24,2004,43.937962,-64.842936,Bob,Kraken,1043,PTM24
Port Mouton,2005-Nov-03,2005,43.903365,-64.773559,Bob,Kraken,1251,PTM35
Port Mouton,2005-Nov-04,2005,43.901088,-64.788734,Sue,Kraken,835,PTM02
Port Mouton,2005-Nov-04,2005,43.923279,-64.824263,Sue,Kraken,835,PTM17
Port Mouton,2005-Nov-04,2005,43.914396,-64.802453,Bob,Kraken,835,PTM28
Port Mouton,2005-Nov-04,2005,43.92478,-64.811174,Bob,Mermaid,835,AFF09
Port Mouton,2005-Nov-04,2005,43.904926,-64.801738,Bob,Hydra,835,PTM14
Port Mouton,2005-Nov-04,2005,43.925266,-64.81193,Bob,Kraken,835,PTM34
Port Mouton,2005-Nov-04,2005,43.905546,-64.804306,Sue,Kraken,835,PTM33
Port Mouton,2005-Nov-04,2005,43.915675,-64.821265,Bob,Kraken,835,PTM29
Port Mouton,2006-Jun-28,2006,43.912985,-64.824863,Sue,Kraken,835,PTM19
Port Mouton,2006-Jun-28,2006,43.923206,-64.824278,Sue,Kraken,835,PTM17
Port Mouton,2006-Jun-28,2006,43.914099,-64.820346,Sue,Kraken,835,PTM13
Port Mouton,2006-Jun-28,2006,43.90442,-64.802397,Bob,Mermaid,835,PTM28
Port Mouton,2006-Jun-28,2006,43.904778,-64.801167,Bob,Siren,835,AFF09
Port Mouton,2006-Jun-28,2006,43.924918,-64.811712,Bob,Siren,835,PTM14
Port Mouton,2006-Jun-28,2006,43.925495,-64.82143,Bob,Mermaid,835,PTM39
Port Mouton,2006-Jun-28,2006,43.915534,-64.814308,Sue,Kraken,835,PTM33
Port Mouton,2006-Jun-28,2006,43.925885,-64.820892,Bob,Mermaid,835,PTM12
Port Mouton,2006-Jun-28,2006,43.928011,-64.818429,Sue,Kraken,835,PTM11
Port Mouton,2006-Jun-28,2006,43.913805,-64.79298,Sue,Kraken,1251,PTM35
Port Mouton,2006-Jun-28,2006,43.905094,-64.77601,Sue,Kraken,1251,PTM36
Port Mouton,2006-Nov-07,2006,43.900143,-64.80836,Sue,Kraken,835,PTM18
Port Mouton,2006-Nov-07,2006,43.923367,-64.804265,Sue,Kraken,835,PTM17
Port Mouton,2006-Nov-07,2006,43.914099,-64.820346,Sue,Kraken,835,PTM52
Port Mouton,2006-Nov-07,2006,43.904183,-64.803018,Bob,Kraken,835,PTM16
Port Mouton,2006-Nov-07,2006,43.924773,-64.811179,Bob,Hydra,835,AFF09
Port Mouton,2006-Nov-07,2006,43.924955,-64.801712,Bob,Siren,835,PTM14
Port Mouton,2006-Nov-07,2006,43.905534,-64.804308,Sue,Kraken,835,PTM46
Port Mouton,2006-Nov-07,2006,43.916123,-64.820787,Bob,Kraken,835,PTM40
Port Mouton,2006-Nov-07,2006,43.918085,-64.818369,Sue,Kraken,835,PTM11
Port Mouton,2007-Jul-24,2007,43.920151,-64.828357,Sue,Kraken,835,PTM18
Port Mouton,2007-Jul-24,2007,43.923283,-64.8041,Sue,Kraken,835,PTM48
Port Mouton,2007-Jul-24,2007,43.904048,-64.820264,Sue,Kraken,835,PTM13
Port Mouton,2007-Jul-24,2007,43.914408,-64.802277,Bob,Mermaid,835,PTM47
Port Mouton,2007-Jul-24,2007,43.914763,-64.811243,Bob,Siren,835,AFF09
Port Mouton,2007-Jul-24,2007,43.904977,-64.801769,Bob,Siren,835,PTM14
Port Mouton,2007-Jul-24,2007,43.925557,-64.824329,Sue,Hydra,835,PTM33
Port Mouton,2007-Jul-24,2007,43.915861,-64.810846,Bob,Mermaid,835,PTM12
Port Mouton,2007-Jul-24,2007,43.928038,-64.798405,Sue,Kraken,835,PTM11
Port Mouton,2007-Nov-10,2007,43.922814,-64.816245,Sue,Kraken,835,PTM41
Port Mouton,2007-Nov-10,2007,43.924027,-64.800322,Sue,Kraken,835,PTM53
Port Mouton,2007-Nov-10,2007,43.924289,-64.812855,Bob,Siren,835,PTM43
Port Mouton,2007-Nov-10,2007,43.92478,-64.801148,Bob,Kraken,835,AFF09
Port Mouton,2007-Nov-10,2007,43.914895,-64.811814,Bob,Siren,835,PTM14
Port Mouton,2007-Nov-10,2007,43.916275,-64.810628,Bob,Kraken,835,PTM40
Port Mouton,2007-Nov-10,2007,43.928043,-64.818289,Sue,Kraken,835,PTM11
Port Mouton,2008-Jul-03,2008,43.904083,-64.802813,Bob,Mermaid,835,PTM16
Port Mouton,2008-Jul-03,2008,43.918133,-64.808268,Sue,Kraken,835,PTM54
Port Mouton,2008-Jun-19,2008,43.923328,-64.814056,Sue,Kraken,835,PTM48
Port Mouton,2008-Jun-19,2008,43.914039,-64.800284,Sue,Kraken,835,PTM13
Port Mouton,2008-Jun-19,2008,43.904724,-64.811147,Bob,Hydra,835,AFF09
Port Mouton,2008-Jun-19,2008,43.914882,-64.821689,Bob,Siren,835,PTM50
Port Mouton,2008-Jun-19,2008,43.905627,-64.824271,Sue,Kraken,835,PTM33
Port Mouton,2008-Jun-19,2008,43.925885,-64.820875,Bob,Kraken,835,PTM12
Port Mouton,2008-Nov-17,2008,43.900933,-64.801967,Sue,Kraken,835,FPM10
Port Mouton,2008-Nov-17,2008,43.914113,-64.800231,Sue,Kraken,835,PTM13
Port Mouton,2008-Nov-17,2008,43.924149,-64.822922,Bob,Kraken,835,PTM16
Port Mouton,2008-Nov-17,2008,43.904289,-64.812855,Bob,Kraken,835,PTM43
Port Mouton,2008-Nov-17,2008,43.924783,-64.811177,Bob,Hydra,835,AFF09
Port Mouton,2008-Nov-17,2008,43.9149,-64.811868,Bob,Siren,835,PTM14
Port Mouton,2008-Nov-17,2008,43.905546,-64.804306,Sue,Kraken,835,PTM33
Port Mouton,2009-Dec-02,2009,43.903885,-64.822685,Bob,Kraken,835,FPM21
Port Mouton,2009-Dec-02,2009,43.914089,-64.812896,Bob,Hydra,835,PTM16
Port Mouton,2009-Dec-02,2009,43.924094,-64.820214,Sue,Kraken,835,PTM13
Port Mouton,2009-Dec-02,2009,43.914809,-64.821202,Bob,Mermaid,835,AFF09
Port Mouton,2009-Dec-02,2009,43.914972,-64.821835,Bob,Hydra,835,PTM14
Port Mouton,2009-Dec-02,2009,43.905825,-64.810994,Bob,Mermaid,835,PTM12
Port Mouton,2009-Dec-02,2009,43.928113,-64.808259,Sue,Kraken,835,PTM54
Port Mouton,2009-Jul-28,2009,43.90405,-64.8229,Bob,Kraken,835,PTM16
Port Mouton,2009-Jul-28,2009,43.914742,-64.81118,Bob,Kraken,835,AFF09
Port Mouton,2009-Jul-28,2009,43.91498,-64.80182,Bob,Kraken,835,PTM14
Port Mouton,2009-Jul-28,2009,43.92805,-64.80822,Sue,Kraken,835,PTM11
Port Mouton,2010-Apr-15,2010,43.911917,-64.805183,Sue,Kraken,835,PTM42
Port Mouton,2010-Apr-15,2010,43.92425,-64.82303333,Bob,Kraken,835,PTM49
Port Mouton,2010-Apr-15,2010,43.9047,-64.811267,Bob,Kraken,835,AFF09
Port Mouton,2010-Apr-15,2010,43.90503333,-64.822,Bob,Kraken,835,PTM51
Port Mouton,2010-Apr-15,2010,43.905883,-64.801,Bob,Kraken,835,PTM12
Port Mouton,2010-Apr-15,2010,43.91793333,-64.81851667,Sue,Kraken,835,PTM11
Port Mouton,2010-Jun-17,2010,43.903194,-64.814291,Sue,Kraken,835,PTM17
Port Mouton,2010-Jun-17,2010,43.923194,-64.804291,Sue,Kraken,835,PTM17
Port Mouton,2010-Jun-17,2010,43.924072,-64.812992,Bob,Kraken,835,PTM16
Port Mouton,2010-Jun-17,2010,43.914072,-64.802992,Bob,Kraken,835,PTM16
Port Mouton,2010-Jun-17,2010,43.924358,-64.822356,Bob,Hydra,835,PTM28
Port Mouton,2010-Jun-17,2010,43.924358,-64.822356,Bob,Kraken,835,PTM28
Port Mouton,2010-Jun-17,2010,43.914789,-64.81114,Bob,Kraken,835,AFF09
Port Mouton,2010-Jun-17,2010,43.924789,-64.82114,Bob,Kraken,835,AFF09
Port Mouton,2010-Jun-17,2010,43.914868,-64.801875,Bob,Hydra,835,PTM14
Port Mouton,2010-Jun-17,2010,43.924868,-64.801875,Bob,Mermaid,835,PTM14
Port Mouton,2010-Jun-17,2010,43.905337,-64.810609,Bob,Hydra,835,PTM44
Port Mouton,2010-Jun-17,2010,43.915337,-64.800609,Bob,Kraken,835,PTM44
Port Mouton,2010-Jun-17,2010,43.905527,-64.821458,Bob,Kraken,835,PTM39
Port Mouton,2010-Jun-17,2010,43.905527,-64.811458,Bob,Kraken,835,PTM39
Port Mouton,2010-Jun-17,2010,43.908025,-64.798467,Sue,Kraken,835,PTM11
Port Mouton,2010-Jun-17,2010,43.918025,-64.818467,Sue,Kraken,835,PTM11
Port Mouton,2011-Jul-05,2011,43.903183,-64.81425,Sue,Kraken,835,PTM17
Port Mouton,2011-Jul-05,2011,43.924083,-64.813167,Bob,Kraken,835,PTM57
Port Mouton,2011-Jul-05,2011,43.924883,-64.821817,Bob,Mermaid,835,PTM14
Port Mouton,2011-Jul-05,2011,43.925,-64.822117,Bob,Kraken,835,PTM56
Port Mouton,2011-Jul-05,2011,43.905883,-64.821,Bob,Hydra,835,PTM12
Port Mouton,2011-Jul-05,2011,43.90595,-64.801017,Bob,Kraken,835,PTM45
Port Mouton,2011-Jul-05,2011,43.928067,-64.808333,Sue,Kraken,835,PTM11
Port Mouton,2012-Jul-11,2012,43.91311,-64.82425,Sue,Kraken,835,PTM17
Port Mouton,2012-Jul-11,2012,43.92492,-64.81184,Bob,Kraken,835,PTM14
Port Mouton,2012-Jul-11,2012,43.92494,-64.81303,Bob,Kraken,835,PTM60
Port Mouton,2012-Jul-11,2012,43.92533,-64.82208,Bob,Kraken,835,PTM59
Port Mouton,2012-Jul-11,2012,43.90567,-64.82147,Bob,Kraken,835,PTM58
Port Mouton,2012-Jul-11,2012,43.91806,-64.79817,Sue,Kraken,835,PTM61
Port Mouton,2013-Jun-18,2013,43.91311,-64.81425,Sue,Kraken,835,PTM70
Port Mouton,2013-Jun-18,2013,43.92414,-64.82303,Bob,Kraken,835,PTM16
Port Mouton,2013-Jun-18,2013,43.91538,-64.8024,Bob,Kraken,835,PTM66
Port Mouton,2013-Jun-18,2013,43.90585,-64.82112,Bob,Kraken,835,PTM12
Port Mouton,2013-Jun-18,2013,43.90955,-64.79681,Sue,Kraken,835,PTM67
Port Mouton,2014-Aug-28,2014,43.9246,-64.8024,Bob,Kraken,835,PTM86
Port Mouton,2014-Aug-28,2014,43.91496,-64.80198,Bob,Hydra,835,PTM51
Port Mouton,2014-Aug-28,2014,43.91512,-64.81301,Bob,Kraken,835,PTM81
Port Mouton,2014-Aug-28,2014,43.91522,-64.80291,Bob,Kraken,835,PTM87
Port Mouton,2014-Aug-28,2014,43.91532,-64.81073,Bob,Kraken,835,PTM44
Port Mouton,2014-Aug-28,2014,43.92547,-64.80255,Bob,Kraken,835,PTM82
Port Mouton,2014-Aug-28,2014,43.92547,-64.82112,Bob,Hydra,835,PTM85
Port Mouton,2014-Aug-28,2014,43.91559,-64.81119,Bob,Kraken,835,PTM84
Port Mouton,2014-Aug-28,2014,43.92579,-64.82198,Bob,Kraken,835,PTM83
Port Mouton,2014-Aug-28,2014,43.91598,-64.80169,Bob,Kraken,835,PTM88
Port Mouton,2014-Jul-16,2014,43.92283,-64.81476,Sue,Kraken,835,PTM80
Port Mouton,2014-Jul-16,2014,43.92301,-64.80455,Sue,Kraken,835,PTM72
Port Mouton,2014-Jul-16,2014,43.91301,-64.81455,Sue,Kraken,835,PTM72
Port Mouton,2014-Jul-16,2014,43.90478,-64.81195,Bob,Hydra,835,PTM77
Port Mouton,2014-Jul-16,2014,43.90478,-64.80195,Bob,Hydra,835,PTM77
Port Mouton,2014-Jul-16,2014,43.90492,-64.8014,Sue,Kraken,835,PTM76
Port Mouton,2014-Jul-16,2014,43.91492,-64.8214,Sue,Kraken,835,PTM76
Port Mouton,2014-Jul-16,2014,43.91521,-64.80165,Bob,Hydra,835,PTM79
Port Mouton,2014-Jul-16,2014,43.92521,-64.80165,Bob,Mermaid,835,PTM79
Port Mouton,2014-Jul-16,2014,43.90532,-64.82269,Bob,Hydra,835,PTM74
Port Mouton,2014-Jul-16,2014,43.92532,-64.81269,Bob,Mermaid,835,PTM74
Port Mouton,2014-Jul-16,2014,43.92536,-64.82139,Bob,Hydra,835,PTM75
Port Mouton,2014-Jul-16,2014,43.91536,-64.80139,Bob,Mermaid,835,PTM75
Port Mouton,2014-Jul-16,2014,43.92576,-64.82163,Bob,Siren,835,PTM73
Port Mouton,2014-Jul-16,2014,43.91576,-64.80163,Bob,Siren,835,PTM73
Port Mouton,2014-Jul-16,2014,43.92734,-64.81036,Sue,Kraken,835,PTM71
Port Mouton,2014-Jul-16,2014,43.92734,-64.82036,Sue,Kraken,835,PTM71
Port Mouton,2014-Jul-16,2014,43.92829,-64.79864,Sue,Kraken,835,PTM70
Port Mouton,2014-Jul-16,2014,43.92829,-64.80864,Sue,Kraken,835,PTM70
Port Mouton,2015-Apr-15,2015,43.9132,-64.80425,Sue,Kraken,835,PTM17
Port Mouton,2015-Apr-15,2015,43.92441,-64.82323,Bob,Kraken,835,PTM90
Port Mouton,2015-Apr-15,2015,43.90462,-64.80228,Bob,Kraken,835,PTM86
Port Mouton,2015-Apr-15,2015,43.92516,-64.82169,Bob,Kraken,835,PTM79
Port Mouton,2015-Apr-15,2015,43.92521,-64.81238,Bob,Kraken,835,PTM91
Port Mouton,2015-Apr-15,2015,43.90531,-64.80272,Bob,Kraken,835,PTM74
Port Mouton,2015-Apr-15,2015,43.91536,-64.80157,Bob,Kraken,835,PTM92
Port Mouton,2015-Apr-15,2015,43.91769,-64.81843,Sue,Kraken,835,PTM89
Port Mouton,2015-Jul-07,2015,43.92325,-64.81425,Sue,Kraken,835,PTM17
Port Mouton,2015-Jul-07,2015,43.90445,-64.81247,Bob,Kraken,835,PTM28
Port Mouton,2015-Jul-07,2015,43.92452,-64.81322,Bob,Kraken,835,PTM96
Port Mouton,2015-Jul-07,2015,43.91483,-64.82295,Bob,Kraken,835,PTM95
Port Mouton,2015-Jul-07,2015,43.91512,-64.82152,Bob,Kraken,835,PTM94
Port Mouton,2015-Jul-07,2015,43.9153,-64.81148,Bob,Kraken,835,PTM75
Port Mouton,2015-Jul-07,2015,43.92548,-64.80173,Bob,Hydra,835,PTM93
Port Mouton,2015-Jul-07,2015,43.91578,-64.80153,Bob,Hydra,835,PTM73
Port Mouton,2015-Jul-07,2015,43.918,-64.80835,Sue,Kraken,835,PTM11
Port Mouton,2017-Nov-07,2017,43.91321333,-64.804225,Sue,Kraken,835,PTM17
Port Mouton,2017-Nov-07,2017,43.90577667,-64.82173333,Bob,Kraken,835,PTM73
Port Mouton,2017-Nov-07,2017,43.908065,-64.80836333,Sue,Kraken,835,PTM11
Prospect Bay,2005-Aug-18,2005,44.481781,-63.787134,Bob,Kraken,819,PRB15
Prospect Bay,2005-Aug-18,2005,44.482318,-63.788108,Bob,Kraken,819,PRB14
Prospect Bay,2005-Aug-18,2005,44.462664,-63.778805,Bob,Kraken,819,PRB13
Prospect Bay,2005-Aug-18,2005,44.482357,-63.766314,Bob,Kraken,1059,PRB09
Prospect Bay,2005-Aug-18,2005,44.492396,-63.757609,Bob,Kraken,1059,PRB08
Prospect Bay,2005-Aug-18,2005,44.482867,-63.790631,Sue,Kraken,Not numbered,PRB12
Prospect Bay,2005-Aug-18,2005,44.490528,-63.758687,Sue,Kraken,Not numbered,PRB10
Prospect Bay,2005-Aug-18,2005,44.498267,-63.767771,Bob,Kraken,Not numbered,PRB02
Pubnico Harbour,2005-Oct-19,2005,43.641544,-65.774528,Bob,Kraken,739,PBH15
Pubnico Harbour,2005-Oct-19,2005,43.585674,-65.793321,Bob,Kraken,837,STA100
Pubnico Harbour,2005-Oct-19,2005,43.596603,-65.783842,Bob,Kraken,955,PBH05
Pubnico Harbour,2005-Oct-19,2005,43.670826,-65.768461,Bob,Kraken,1031,PBH18
Pubnico Harbour,2005-Oct-19,2005,43.646261,-65.768575,Bob,Kraken,1054,PBH10
Pubnico Harbour,2005-Oct-19,2005,43.603333,-65.805168,Sue,Kraken,Not numbered,STA99
Pubnico Harbour,2005-Oct-19,2005,43.623424,-65.793999,Sue,Kraken,Not numbered,PBH07
Pubnico Harbour,2005-Oct-19,2005,43.646368,-65.770612,Sue,Kraken,Not numbered,PBH12
Pubnico Harbour,2005-Oct-19,2005,43.652236,-65.766934,Sue,Kraken,Not numbered,PBH13
Pubnico Harbour,2005-Oct-19,2005,43.656894,-65.769316,Sue,Kraken,Not numbered,PBH20
Quoddy Harbour,2006-Aug-09,2006,44.894293,-62.338889,Bob,Kraken,1022,QDY03
Quoddy Harbour,2006-Aug-09,2006,44.899042,-62.340694,Bob,Kraken,1022,QDY01
Quoddy Harbour,2006-Aug-09,2006,44.902202,-62.347837,Sue,Kraken,Not numbered,QDY05
Seal Island,2006-Jun-30,2006,46.241834,-60.513019,Bob,Kraken,72,SEI04
Seal Island,2006-Jun-30,2006,46.24343,-60.503197,Bob,Kraken,72,SEI03
Seal Island,2006-Jun-30,2006,46.245348,-60.501385,Bob,Kraken,72,SEI02
Seal Island,2006-Jun-30,2006,46.228171,-60.503937,Sue,Kraken,Not numbered,SEI06
Seal Island,2006-Jun-30,2006,46.236611,-60.509058,Sue,Kraken,Not numbered,SEI01
Shelburne Harbour,2004-Oct-21,2004,43.745216,-65.319637,Bob,Hydra,3,SBH05
Shelburne Harbour,2004-Oct-21,2004,43.755869,-65.329642,Bob,Mermaid,3,SBH04
Shelburne Harbour,2004-Oct-21,2004,43.749013,-65.330573,Sue,Kraken,3,SBH03
Shelburne Harbour,2004-Oct-21,2004,43.729609,-65.320828,Bob,Hydra,983,SBH10
Shelburne Harbour,2004-Oct-21,2004,43.750075,-65.320887,Bob,Kraken,983,SBH09
Shelburne Harbour,2004-Oct-21,2004,43.74243,-65.32041,Sue,Kraken,983,SBH07
Shelburne Harbour,2004-Oct-21,2004,43.739406,-65.324272,Sue,Kraken,1192,SBH175
Shelburne Harbour,2004-Oct-21,2004,43.744534,-65.343089,Bob,Kraken,1192,SBH14
Shelburne Harbour,2004-Oct-21,2004,43.745201,-65.342821,Bob,Kraken,1192,SBH13
Shelburne Harbour,2004-Oct-21,2004,43.725609,-65.342299,Bob,Kraken,1192,SBH12
Shelburne Harbour,2004-Oct-21,2004,43.737567,-65.341654,Sue,Kraken,1192,SBH11
Shelburne Harbour,2004-Oct-21,2004,43.760026,-65.321005,Bob,Kraken,1193,SBH02
Shelburne Harbour,2004-Oct-27,2004,43.705332,-65.332682,Bob,Kraken,602,SBH20
Shelburne Harbour,2004-Oct-27,2004,43.726054,-65.322766,Bob,Kraken,602,SBH19
Shelburne Harbour,2004-Oct-27,2004,43.716817,-65.332668,Bob,Kraken,602,SBH18
Shelburne Harbour,2004-Oct-27,2004,43.691718,-65.342349,Sue,Kraken,Not numbered,SBH27
Shelburne Harbour,2004-Oct-27,2004,43.716327,-65.325811,Sue,Kraken,Not numbered,SBH22
Shelburne Harbour,2004-Oct-27,2004,43.712515,-65.323332,Sue,Kraken,Not numbered,SBH21
Shelburne Harbour,2004-Oct-27,2004,43.711592,-65.338988,Sue,Kraken,Not numbered,SBH17
Shelburne Harbour,2004-Oct-27,2004,43.739508,-65.32611,Sue,Kraken,Not numbered,SBH25
Shelburne Harbour,2004-Oct-27,2004,43.741981,-65.330593,Sue,Kraken,Not numbered,SBH16
Shelburne Harbour,2004-Oct-27,2004,43.735065,-65.327629,Sue,Kraken,Not numbered,SBH24
Shelburne Harbour,2004-Oct-27,2004,43.760253,-65.3252,Sue,Kraken,Not numbered,SBH01
Shelburne Harbour,2005-Aug-25,2005,43.745234,-65.329516,Bob,Kraken,3,SBH05
Shelburne Harbour,2005-Aug-25,2005,43.75582,-65.33968,Bob,Hydra,3,SBH04
Shelburne Harbour,2005-Aug-25,2005,43.7401,-65.315224,Sue,Kraken,3,SBH170
Shelburne Harbour,2005-Aug-25,2005,43.712426,-65.313564,Sue,Kraken,602,SBH125
Shelburne Harbour,2005-Aug-25,2005,43.715104,-65.332374,Bob,Hydra,602,SBH32
Shelburne Harbour,2005-Aug-25,2005,43.72627,-65.332659,Bob,Hydra,602,SBH19
Shelburne Harbour,2005-Aug-25,2005,43.717676,-65.332221,Bob,Kraken,602,SBH121
Shelburne Harbour,2005-Aug-25,2005,43.739412,-65.330928,Bob,Kraken,983,SBH172
Shelburne Harbour,2005-Aug-25,2005,43.710624,-65.321639,Sue,Kraken,Not numbered,SBH36
Shelburne Harbour,2006-Aug-02,2006,43.725148,-65.332479,Bob,Hydra,602,SBH32
Shelburne Harbour,2006-Aug-02,2006,43.726794,-65.312581,Bob,Hydra,602,SBH18
Shelburne Harbour,2006-Aug-02,2006,43.727662,-65.312447,Bob,Hydra,602,SBH33
Shelburne Harbour,2006-Aug-02,2006,43.712357,-65.333414,Sue,Kraken,Not numbered,SBH126
Shelburne Harbour,2006-Aug-02,2006,43.720591,-65.321617,Sue,Kraken,Not numbered,SBH36
Shelburne Harbour,2006-Aug-03,2006,43.754293,-65.330418,Bob,Kraken,3,SBH06
Shelburne Harbour,2006-Aug-03,2006,43.745802,-65.329576,Bob,Kraken,3,SBH04
Shelburne Harbour,2006-Aug-03,2006,43.702426,-65.313564,Bob,Kraken,983,SBH172
Shelburne Harbour,2006-Aug-03,2006,43.721287,-65.331376,Sue,Kraken,1192,SBH15
Shelburne Harbour,2006-Aug-03,2006,43.72457,-65.343188,Bob,Kraken,1192,SBH14
Shelburne Harbour,2006-Aug-03,2006,43.745274,-65.332856,Bob,Hydra,1192,SBH13
Shelburne Harbour,2006-Aug-03,2006,43.735577,-65.342237,Bob,Kraken,1192,SBH12
Shelburne Harbour,2006-Aug-03,2006,43.741453,-65.33068,Sue,Kraken,Not numbered,SBH08
Shelburne Harbour,2006-Aug-03,2006,43.732454,-65.330395,Sue,Kraken,Not numbered,SBH07
Shelburne Harbour,2006-Aug-03,2006,43.739093,-65.340595,Sue,Kraken,Not numbered,SBH03
Shelburne Harbour,2007-Jul-11,2007,43.757019,-65.337012,Bob,Kraken,3,SBH42
Shelburne Harbour,2007-Jul-11,2007,43.715078,-65.312668,Bob,Mermaid,602,SBH119
Shelburne Harbour,2007-Jul-11,2007,43.717182,-65.333211,Bob,Mermaid,602,SBH37
Shelburne Harbour,2007-Jul-11,2007,43.727688,-65.31246,Bob,Siren,602,SBH33
Shelburne Harbour,2007-Jul-11,2007,43.748793,-65.318849,Bob,Mermaid,983,SBH38
Shelburne Harbour,2007-Jul-11,2007,43.739066,-65.319815,Bob,Kraken,983,SBH39
Shelburne Harbour,2007-Jul-11,2007,43.75097,-65.338803,Bob,Kraken,983,SBH40
Shelburne Harbour,2007-Jul-11,2007,43.744615,-65.343244,Bob,Kraken,1192,SBH174
Shelburne Harbour,2007-Jul-11,2007,43.745337,-65.342869,Bob,Hydra,1192,SBH173
Shelburne Harbour,2007-Jul-11,2007,43.712562,-65.323556,Sue,Kraken,Not numbered,SBH123
Shelburne Harbour,2007-Jul-11,2007,43.739141,-65.340563,Sue,Kraken,Not numbered,SBH171
Shelburne Harbour,2008-Jul-15,2008,43.721263,-65.341263,Sue,Kraken,1192,SBH15
Shelburne Harbour,2008-Jul-15,2008,43.724033,-65.321125,Bob,Kraken,1192,SBH43
Shelburne Harbour,2008-Jul-15,2008,43.734986,-65.321371,Bob,Kraken,1192,SBH44
Shelburne Harbour,2008-Jul-15,2008,43.725521,-65.320558,Bob,Hydra,1192,SBH45
Shelburne Harbour,2008-Jul-15,2008,43.737544,-65.331727,Sue,Kraken,1192,SBH11
Shelburne Harbour,2008-Jul-15,2008,43.729929,-65.319282,Sue,Mermaid,Not numbered,SBH46
Shelburne Harbour,2008-Jul-15,2008,43.730971,-65.318467,Sue,Kraken,Not numbered,SBH47
Shelburne Harbour,2008-Jul-15,2008,43.736984,-65.326929,Sue,Kraken,Not numbered,SBH42
Shelburne Harbour,2008-Jul-16,2008,43.724375,-65.323348,Bob,Kraken,602,SBH30
Shelburne Harbour,2008-Jul-16,2008,43.704881,-65.32314,Bob,Hydra,602,SBH49
Shelburne Harbour,2008-Jul-16,2008,43.715378,-65.333395,Bob,Mermaid,602,SBH61
Shelburne Harbour,2008-Jul-16,2008,43.70659,-65.332696,Bob,Siren,602,SBH62
Shelburne Harbour,2008-Jul-16,2008,43.728236,-65.332533,Bob,Siren,602,SBH35
Shelburne Harbour,2008-Jul-16,2008,43.64439,-65.275017,Bob,Kraken,1345,SBH54
Shelburne Harbour,2008-Jul-16,2008,43.647221,-65.279256,Sue,Kraken,Not numbered,SBH55
Shelburne Harbour,2008-Jul-16,2008,43.712549,-65.333601,Sue,Kraken,Not numbered,SBH123
Shelburne Harbour,2008-Jul-16,2008,43.720529,-65.321561,Sue,Kraken,Not numbered,SBH122
Shelburne Harbour,2009-Jul-15,2009,43.7051,-65.322317,Bob,Kraken,602,SBH32
Shelburne Harbour,2009-Jul-15,2009,43.726567,-65.332517,Bob,Kraken,602,SBH62
Shelburne Harbour,2009-Jul-15,2009,43.70765,-65.313017,Bob,Hydra,602,SBH73
Shelburne Harbour,2009-Jul-15,2009,43.7183,-65.3232,Bob,Hydra,602,SBH35
Shelburne Harbour,2009-Jul-15,2009,43.71255,-65.3232,Sue,Kraken,Not numbered,SBH21
Shelburne Harbour,2009-Jul-15,2009,43.7198,-65.312283,Sue,Kraken,Not numbered,SBH68
Shelburne Harbour,2009-Jul-20,2009,43.729017,-65.318933,Bob,Kraken,983,SBH71
Shelburne Harbour,2009-Jul-20,2009,43.739967,-65.339283,Bob,Kraken,983,SBH46
Shelburne Harbour,2009-Jul-20,2009,43.730967,-65.328433,Bob,Kraken,983,SBH47
